domain,label,asn,cop,subnet
52.97.2.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.2
52.97.47.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.47
52.97.11.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.11
52.97.16.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.16
52.97.34.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.34
52.97.4.242,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.4
193.35.224.251,0.5,8849.0,Melbikomas UAB,193.35.224
38.132.109.115,0.5,9009.0,M247 Europe SRL,38.132.109
172.67.188.208,0.5,13335.0,CLOUDFLARENET,172.67.188
104.21.8.233,0.5,13335.0,CLOUDFLARENET,104.21.8
20.200.180.4,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.200.180
109.206.161.73,0.5,50245.0,Serverel Inc.,109.206.161
104.21.89.139,0.5,13335.0,CLOUDFLARENET,104.21.89
172.67.160.53,0.5,13335.0,CLOUDFLARENET,172.67.160
5.61.59.12,0.5,58061.0,Scalaxy B.V.,5.61.59
98.159.108.61,0.5,asn,cop,98.159.108
101.89.223.108,0.5,4812.0,China Telecom Group,101.89.223
159.226.242.44,0.5,7497.0,Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,159.226.242
15.197.192.55,0.5,16509.0,AMAZON-02,15.197.192
104.21.235.24,0.5,13335.0,CLOUDFLARENET,104.21.235
104.21.235.23,0.5,13335.0,CLOUDFLARENET,104.21.235
34.212.73.127,0.5,16509.0,AMAZON-02,34.212.73
192.133.77.59,0.5,13414.0,TWITTER,192.133.77
202.160.128.205,0.5,13414.0,TWITTER,202.160.128
194.187.99.197,0.5,35415.0,Webzilla B.V.,194.187.99
104.21.85.63,0.5,13335.0,CLOUDFLARENET,104.21.85
172.67.203.13,0.5,13335.0,CLOUDFLARENET,172.67.203
45.144.149.64,0.5,39572.0,DataWeb Global Group B.V.,45.144.149
104.16.58.61,0.5,13335.0,CLOUDFLARENET,104.16.58
104.16.57.61,0.5,13335.0,CLOUDFLARENET,104.16.57
185.45.7.165,0.5,35995.0,TWITTER,185.45.7
192.243.50.110,0.5,39572.0,DataWeb Global Group B.V.,192.243.50
202.160.129.36,0.5,13414.0,TWITTER,202.160.129
213.174.130.27,0.5,39572.0,DataWeb Global Group B.V.,213.174.130
104.23.131.62,0.5,13335.0,CLOUDFLARENET,104.23.131
104.23.130.62,0.5,13335.0,CLOUDFLARENET,104.23.130
45.60.36.99,0.5,19551.0,INCAPSULA,45.60.36
17.248.216.160,0.5,714.0,APPLE-ENGINEERING,17.248.216
17.248.216.161,0.5,714.0,APPLE-ENGINEERING,17.248.216
17.248.216.165,0.5,714.0,APPLE-ENGINEERING,17.248.216
178.21.19.207,0.5,50673.0,Serverius Holding B.V.,178.21.19
43.141.52.210,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.141.52
43.141.52.241,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.141.52
38.49.39.108,0.5,8796.0,FD-298-8796,38.49.39
172.67.208.82,0.5,13335.0,CLOUDFLARENET,172.67.208
104.21.50.184,0.5,13335.0,CLOUDFLARENET,104.21.50
141.0.173.168,0.5,46652.0,SERVERSTACK-ASN,141.0.173
199.59.148.106,0.5,13414.0,TWITTER,199.59.148
104.244.43.248,0.5,54113.0,FASTLY,104.244.43
52.97.208.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.208
40.99.214.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.214
40.99.201.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.201
52.97.219.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.219
40.99.151.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.151
40.99.201.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.201
52.97.219.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.219
52.98.227.98,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.227
159.203.110.139,0.5,14061.0,DIGITALOCEAN-ASN,159.203.110
199.59.150.43,0.5,13414.0,TWITTER,199.59.150
47.98.243.11,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.98.243
108.160.165.173,0.5,19679.0,DROPBOX,108.160.165
52.97.230.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.230
40.99.215.82,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.215
40.99.215.98,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.215
40.99.215.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.215
40.99.202.2,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.202
40.99.215.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.215
40.99.202.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.202
52.97.230.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.230
64.190.63.111,0.5,47846.0,SEDO GmbH,64.190.63
3.33.130.190,0.5,16509.0,AMAZON-02,3.33.130
15.197.148.33,0.5,16509.0,AMAZON-02,15.197.148
172.67.206.104,0.5,13335.0,CLOUDFLARENET,172.67.206
104.21.93.73,0.5,13335.0,CLOUDFLARENET,104.21.93
157.240.16.50,0.5,32934.0,FACEBOOK,157.240.16
185.60.218.50,0.5,32934.0,FACEBOOK,185.60.218
162.125.83.1,0.5,19679.0,DROPBOX,162.125.83
81.70.61.138,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,81.70.61
103.224.212.227,0.5,133618.0,Trellian Pty. Limited,103.224.212
162.125.6.1,0.5,19679.0,DROPBOX,162.125.6
183.175.40.243,0.5,4538.0,China Education and Research Network Center,183.175.40
101.132.132.217,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",101.132.132
216.158.232.99,0.5,19318.0,IS-AS-1,216.158.232
99.192.226.72,0.5,27589.0,MOJOHOST,99.192.226
108.160.165.11,0.5,19679.0,DROPBOX,108.160.165
34.75.134.87,0.5,396982.0,GOOGLE-CLOUD-PLATFORM,34.75.134
213.174.152.102,0.5,39572.0,DataWeb Global Group B.V.,213.174.152
104.18.252.72,0.5,13335.0,CLOUDFLARENET,104.18.252
104.16.232.72,0.5,13335.0,CLOUDFLARENET,104.16.232
52.49.7.213,0.5,16509.0,AMAZON-02,52.49.7
52.209.163.125,0.5,16509.0,AMAZON-02,52.209.163
54.76.75.66,0.5,16509.0,AMAZON-02,54.76.75
94.23.148.122,0.5,16276.0,OVH SAS,94.23.148
183.60.26.105,0.5,4134.0,Chinanet,183.60.26
52.98.253.2,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.253
40.99.149.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.149
52.98.179.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.179
52.98.179.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.179
52.98.178.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.178
52.98.253.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.253
52.98.253.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.253
52.98.252.66,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.252
192.243.63.45,0.5,39572.0,DataWeb Global Group B.V.,192.243.63
104.21.36.29,0.5,13335.0,CLOUDFLARENET,104.21.36
172.67.184.83,0.5,13335.0,CLOUDFLARENET,172.67.184
172.67.180.234,0.5,13335.0,CLOUDFLARENET,172.67.180
104.21.64.97,0.5,13335.0,CLOUDFLARENET,104.21.64
34.249.227.146,0.5,16509.0,AMAZON-02,34.249.227
159.226.43.19,0.5,7497.0,Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS,159.226.43
31.13.85.34,0.5,32934.0,FACEBOOK,31.13.85
64.187.150.242,0.5,54288.0,SOLIDTOOLSINC,64.187.150
31.13.81.4,0.5,32934.0,FACEBOOK,31.13.81
172.67.206.72,0.5,13335.0,CLOUDFLARENET,172.67.206
104.21.69.75,0.5,13335.0,CLOUDFLARENET,104.21.69
44.211.103.9,0.5,14618.0,AMAZON-AES,44.211.103
172.98.192.36,0.5,31863.0,DACEN-2,172.98.192
193.47.74.197,0.5,35293.0,E-Card Ltd.,193.47.74
93.114.135.164,0.5,39572.0,DataWeb Global Group B.V.,93.114.135
172.67.179.99,0.5,13335.0,CLOUDFLARENET,172.67.179
104.21.88.130,0.5,13335.0,CLOUDFLARENET,104.21.88
104.18.32.236,0.5,13335.0,CLOUDFLARENET,104.18.32
172.64.155.20,0.5,13335.0,CLOUDFLARENET,172.64.155
114.141.155.180,0.5,45061.0,"Shanghai Information Network Co.,Ltd.",114.141.155
157.240.202.41,0.5,32934.0,FACEBOOK,157.240.202
69.42.78.28,0.5,27257.0,WEBAIR-INTERNET,69.42.78
202.89.233.100,0.5,59067.0,"Microsoft Mobile Alliance Internet Services Co., Ltd",202.89.233
202.89.233.101,0.5,59067.0,"Microsoft Mobile Alliance Internet Services Co., Ltd",202.89.233
162.210.196.168,0.5,30633.0,LEASEWEB-USA-WDC,162.210.196
31.13.87.9,0.5,32934.0,FACEBOOK,31.13.87
66.254.114.75,0.5,29789.0,REFLECTED,66.254.114
17.248.216.66,0.5,714.0,APPLE-ENGINEERING,17.248.216
31.13.93.174,0.5,32934.0,FACEBOOK,31.13.93
222.187.225.110,0.5,4134.0,Chinanet,222.187.225
147.154.41.163,0.5,31898.0,ORACLE-BMC-31898,147.154.41
157.148.50.121,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.51.103,0.5,136958.0,China Unicom Guangdong IP network,157.148.51
157.148.51.91,0.5,136958.0,China Unicom Guangdong IP network,157.148.51
157.148.50.141,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.50.104,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.51.100,0.5,136958.0,China Unicom Guangdong IP network,157.148.51
157.148.50.117,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.50.71,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.50.167,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
157.148.50.157,0.5,136958.0,China Unicom Guangdong IP network,157.148.50
34.211.237.190,0.5,16509.0,AMAZON-02,34.211.237
52.26.167.80,0.5,16509.0,AMAZON-02,52.26.167
104.18.21.57,0.5,13335.0,CLOUDFLARENET,104.18.21
104.18.20.57,0.5,13335.0,CLOUDFLARENET,104.18.20
157.240.12.35,0.5,32934.0,FACEBOOK,157.240.12
162.254.214.166,0.5,19683.0,FORENDATA,162.254.214
157.240.1.9,0.5,32934.0,FACEBOOK,157.240.1
173.244.217.42,0.5,32780.0,HOSTINGSERVICES-INC,173.244.217
185.33.86.221,0.5,202015.0,HZ Hosting Ltd,185.33.86
128.242.240.149,0.5,2914.0,NTT-LTD-2914,128.242.240
122.205.109.35,0.5,4538.0,China Education and Research Network Center,122.205.109
104.18.16.27,0.5,13335.0,CLOUDFLARENET,104.18.16
104.18.17.27,0.5,13335.0,CLOUDFLARENET,104.18.17
84.247.3.98,0.5,13820.0,VACARES,84.247.3
128.242.245.253,0.5,2914.0,NTT-LTD-2914,128.242.245
23.48.214.147,0.5,20940.0,Akamai International B.V.,23.48.214
172.67.134.16,0.5,13335.0,CLOUDFLARENET,172.67.134
104.21.25.110,0.5,13335.0,CLOUDFLARENET,104.21.25
64.68.105.105,0.5,13445.0,13445,64.68.105
31.13.69.245,0.5,32934.0,FACEBOOK,31.13.69
47.93.92.113,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.93.92
121.43.19.249,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",121.43.19
120.55.138.161,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",120.55.138
104.244.45.246,0.5,13414.0,TWITTER,104.244.45
172.67.164.184,0.5,13335.0,CLOUDFLARENET,172.67.164
104.21.50.177,0.5,13335.0,CLOUDFLARENET,104.21.50
39.107.239.80,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",39.107.239
202.160.130.117,0.5,13414.0,TWITTER,202.160.130
195.85.23.215,0.5,209242.0,"Cloudflare London, LLC",195.85.23
192.64.119.254,0.5,22612.0,NAMECHEAP-NET,192.64.119
182.254.63.38,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,182.254.63
31.10.5.97,0.5,207728.0,EUROHOSTER Ltd.,31.10.5
59.110.247.123,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",59.110.247
199.16.156.7,0.5,13414.0,TWITTER,199.16.156
88.208.3.19,0.5,39572.0,DataWeb Global Group B.V.,88.208.3
172.67.10.198,0.5,13335.0,CLOUDFLARENET,172.67.10
104.22.69.131,0.5,13335.0,CLOUDFLARENET,104.22.69
104.22.68.131,0.5,13335.0,CLOUDFLARENET,104.22.68
54.208.21.117,0.5,14618.0,AMAZON-AES,54.208.21
104.21.64.4,0.5,13335.0,CLOUDFLARENET,104.21.64
172.67.173.183,0.5,13335.0,CLOUDFLARENET,172.67.173
104.21.64.191,0.5,13335.0,CLOUDFLARENET,104.21.64
172.67.187.97,0.5,13335.0,CLOUDFLARENET,172.67.187
104.244.46.211,0.5,13414.0,TWITTER,104.244.46
17.57.21.54,0.5,714.0,APPLE-ENGINEERING,17.57.21
202.205.80.182,0.5,4538.0,China Education and Research Network Center,202.205.80
17.248.216.67,0.5,714.0,APPLE-ENGINEERING,17.248.216
45.136.21.176,0.5,47764.0,LLC VK,45.136.21
199.59.91.234,0.5,27589.0,MOJOHOST,199.59.91
183.168.162.3,0.5,4538.0,China Education and Research Network Center,183.168.162
183.168.162.4,0.5,4538.0,China Education and Research Network Center,183.168.162
172.67.139.237,0.5,13335.0,CLOUDFLARENET,172.67.139
104.21.62.232,0.5,13335.0,CLOUDFLARENET,104.21.62
111.90.148.38,0.5,45839.0,Shinjiru Technology Sdn Bhd,111.90.148
59.82.31.182,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",59.82.31
58.213.157.229,0.5,4134.0,Chinanet,58.213.157
172.67.132.227,0.5,13335.0,CLOUDFLARENET,172.67.132
104.21.13.141,0.5,13335.0,CLOUDFLARENET,104.21.13
45.144.149.18,0.5,39572.0,DataWeb Global Group B.V.,45.144.149
52.98.94.130,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.94
52.98.43.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.43
52.98.94.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.94
52.98.94.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.94
52.98.94.226,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.94
52.98.43.146,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.43
40.99.8.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.8
52.98.94.194,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.98.94
52.3.26.125,0.5,14618.0,AMAZON-AES,52.3.26
52.203.84.119,0.5,14618.0,AMAZON-AES,52.203.84
54.158.146.75,0.5,14618.0,AMAZON-AES,54.158.146
52.20.137.168,0.5,14618.0,AMAZON-AES,52.20.137
44.218.67.214,0.5,14618.0,AMAZON-AES,44.218.67
34.193.109.9,0.5,14618.0,AMAZON-AES,34.193.109
52.21.26.68,0.5,14618.0,AMAZON-AES,52.21.26
44.205.77.31,0.5,14618.0,AMAZON-AES,44.205.77
13.227.106.114,0.5,16509.0,AMAZON-02,13.227.106
13.227.106.74,0.5,16509.0,AMAZON-02,13.227.106
13.227.106.19,0.5,16509.0,AMAZON-02,13.227.106
13.227.106.29,0.5,16509.0,AMAZON-02,13.227.106
104.21.73.186,0.5,13335.0,CLOUDFLARENET,104.21.73
172.67.165.107,0.5,13335.0,CLOUDFLARENET,172.67.165
13.224.161.148,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.190,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.218,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.230,0.5,16509.0,AMAZON-02,13.224.161
109.202.100.81,0.5,49453.0,Global Layer B.V.,109.202.100
162.251.108.23,0.5,32338.0,HOSTISERVER,162.251.108
104.26.15.223,0.5,13335.0,CLOUDFLARENET,104.26.15
172.67.72.166,0.5,13335.0,CLOUDFLARENET,172.67.72
104.26.14.223,0.5,13335.0,CLOUDFLARENET,104.26.14
162.125.2.3,0.5,19679.0,DROPBOX,162.125.2
162.125.2.5,0.5,19679.0,DROPBOX,162.125.2
104.21.234.7,0.5,13335.0,CLOUDFLARENET,104.21.234
104.21.234.6,0.5,13335.0,CLOUDFLARENET,104.21.234
162.251.111.175,0.5,32338.0,HOSTISERVER,162.251.111
108.157.217.120,0.5,16509.0,AMAZON-02,108.157.217
108.157.217.216,0.5,16509.0,AMAZON-02,108.157.217
108.157.217.149,0.5,16509.0,AMAZON-02,108.157.217
108.157.217.144,0.5,16509.0,AMAZON-02,108.157.217
52.96.47.82,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.96.47
40.99.247.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.247
40.99.247.34,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.247
40.99.249.66,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.249
47.91.162.12,0.5,45102.0,"Alibaba US Technology Co., Ltd.",47.91.162
172.67.190.109,0.5,13335.0,CLOUDFLARENET,172.67.190
104.21.19.225,0.5,13335.0,CLOUDFLARENET,104.21.19
172.67.202.15,0.5,13335.0,CLOUDFLARENET,172.67.202
104.21.85.40,0.5,13335.0,CLOUDFLARENET,104.21.85
104.21.89.104,0.5,13335.0,CLOUDFLARENET,104.21.89
172.67.157.224,0.5,13335.0,CLOUDFLARENET,172.67.157
42.187.161.125,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,42.187.161
199.59.149.204,0.5,13414.0,TWITTER,199.59.149
108.160.172.232,0.5,19679.0,DROPBOX,108.160.172
52.139.155.175,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.139.155
202.69.26.74,0.5,23848.0,"Shenzhen Ping An Communication Technology Co.,Ltd",202.69.26
54.186.56.179,0.5,16509.0,AMAZON-02,54.186.56
172.67.184.120,0.5,13335.0,CLOUDFLARENET,172.67.184
104.21.19.20,0.5,13335.0,CLOUDFLARENET,104.21.19
124.223.145.123,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.223.145
124.223.147.161,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.223.147
124.223.145.201,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,124.223.145
172.67.142.195,0.5,13335.0,CLOUDFLARENET,172.67.142
104.21.95.38,0.5,13335.0,CLOUDFLARENET,104.21.95
20.135.6.11,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,20.135.6
146.82.71.154,0.5,3549.0,LVLT-3549,146.82.71
138.122.247.9,0.5,28317.0,NAVEGALO S.A.,138.122.247
170.81.32.254,0.5,28317.0,NAVEGALO S.A.,170.81.32
74.86.151.162,0.5,36351.0,SOFTLAYER,74.86.151
172.67.217.220,0.5,13335.0,CLOUDFLARENET,172.67.217
104.21.78.72,0.5,13335.0,CLOUDFLARENET,104.21.78
13.107.18.254,0.5,8068.0,MICROSOFT-CORP-MSN-AS-BLOCK,13.107.18
172.67.220.205,0.5,13335.0,CLOUDFLARENET,172.67.220
104.21.24.209,0.5,13335.0,CLOUDFLARENET,104.21.24
210.42.109.4,0.5,4538.0,China Education and Research Network Center,210.42.109
210.38.3.60,0.5,4538.0,China Education and Research Network Center,210.38.3
202.130.245.42,0.5,4808.0,China Unicom Beijing Province Network,202.130.245
40.99.27.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.27
40.99.26.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.26
40.99.26.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.26
40.99.27.2,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.99.27
47.89.36.109,0.5,45102.0,"Alibaba US Technology Co., Ltd.",47.89.36
49.7.78.240,0.5,23724.0,"IDC, China Telecommunications Corporation",49.7.78
111.243.214.169,0.5,3462.0,Data Communication Business Group,111.243.214
45.84.30.12,0.5,32338.0,HOSTISERVER,45.84.30
108.160.163.116,0.5,19679.0,DROPBOX,108.160.163
104.21.41.2,0.5,13335.0,CLOUDFLARENET,104.21.41
172.67.141.15,0.5,13335.0,CLOUDFLARENET,172.67.141
108.160.170.26,0.5,19679.0,DROPBOX,108.160.170
81.69.145.238,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,81.69.145
154.19.161.52,0.5,132325.0,LEMON TELECOMMUNICATIONS LIMITED,154.19.161
45.60.200.64,0.5,19551.0,INCAPSULA,45.60.200
96.126.123.244,0.5,63949.0,Akamai Connected Cloud,96.126.123
45.56.79.23,0.5,63949.0,Akamai Connected Cloud,45.56.79
45.33.23.183,0.5,63949.0,Akamai Connected Cloud,45.33.23
45.79.19.196,0.5,63949.0,Akamai Connected Cloud,45.79.19
45.33.2.79,0.5,63949.0,Akamai Connected Cloud,45.33.2
72.14.178.174,0.5,63949.0,Akamai Connected Cloud,72.14.178
45.33.30.197,0.5,63949.0,Akamai Connected Cloud,45.33.30
72.14.185.43,0.5,63949.0,Akamai Connected Cloud,72.14.185
45.33.20.235,0.5,63949.0,Akamai Connected Cloud,45.33.20
45.33.18.44,0.5,63949.0,Akamai Connected Cloud,45.33.18
198.58.118.167,0.5,63949.0,Akamai Connected Cloud,198.58.118
173.255.194.134,0.5,63949.0,Akamai Connected Cloud,173.255.194
203.119.169.40,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",203.119.169
43.135.59.65,0.5,132203.0,"Tencent Building, Kejizhongyi Avenue",43.135.59
23.111.80.246,0.5,7979.0,SERVERS-COM,23.111.80
59.82.31.142,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",59.82.31
128.178.222.83,0.5,559.0,SWITCH,128.178.222
199.16.156.103,0.5,13414.0,TWITTER,199.16.156
184.72.1.148,0.5,16509.0,AMAZON-02,184.72.1
104.16.54.16,0.5,13335.0,CLOUDFLARENET,104.16.54
104.16.55.16,0.5,13335.0,CLOUDFLARENET,104.16.55
104.21.235.103,0.5,13335.0,CLOUDFLARENET,104.21.235
104.21.235.104,0.5,13335.0,CLOUDFLARENET,104.21.235
122.246.7.15,0.5,136188.0,"NINGBO, ZHEJIANG Province, P.R.China.",122.246.7
207.178.57.2,0.5,11608.0,ATG-11608,207.178.57
207.178.57.3,0.5,11608.0,ATG-11608,207.178.57
108.160.169.181,0.5,19679.0,DROPBOX,108.160.169
31.13.95.48,0.5,32934.0,FACEBOOK,31.13.95
52.97.160.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.160
40.101.78.114,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.101.78
52.97.159.210,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.159
40.101.70.18,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.101.70
52.97.141.82,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.141
40.101.76.162,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,40.101.76
52.97.142.178,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.142
52.97.160.2,0.5,8075.0,MICROSOFT-CORP-MSN-AS-BLOCK,52.97.160
91.195.240.94,0.5,47846.0,SEDO GmbH,91.195.240
138.67.212.15,0.5,36704.0,CSM-AS,138.67.212
168.143.171.186,0.5,2914.0,NTT-LTD-2914,168.143.171
172.67.157.157,0.5,13335.0,CLOUDFLARENET,172.67.157
104.21.34.90,0.5,13335.0,CLOUDFLARENET,104.21.34
168.143.162.58,0.5,2914.0,NTT-LTD-2914,168.143.162
172.67.163.236,0.5,13335.0,CLOUDFLARENET,172.67.163
104.21.66.196,0.5,13335.0,CLOUDFLARENET,104.21.66
183.194.240.183,0.5,9808.0,"China Mobile Communications Group Co., Ltd.",183.194.240
109.244.196.230,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,109.244.196
109.244.193.222,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,109.244.193
78.41.128.150,0.5,31367.0,Zayo Infrastructure France SA,78.41.128
162.254.190.4,0.5,32338.0,HOSTISERVER,162.254.190
104.21.65.234,0.5,13335.0,CLOUDFLARENET,104.21.65
172.67.194.67,0.5,13335.0,CLOUDFLARENET,172.67.194
128.242.240.29,0.5,2914.0,NTT-LTD-2914,128.242.240
88.208.3.205,0.5,39572.0,DataWeb Global Group B.V.,88.208.3
209.95.56.60,0.5,13213.0,UK-2 Limited,209.95.56
104.26.1.55,0.5,13335.0,CLOUDFLARENET,104.26.1
172.67.68.73,0.5,13335.0,CLOUDFLARENET,172.67.68
104.26.0.55,0.5,13335.0,CLOUDFLARENET,104.26.0
192.133.77.197,0.5,13414.0,TWITTER,192.133.77
103.224.182.251,0.5,133618.0,Trellian Pty. Limited,103.224.182
104.21.72.69,0.5,13335.0,CLOUDFLARENET,104.21.72
172.67.176.18,0.5,13335.0,CLOUDFLARENET,172.67.176
13.224.161.72,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.164,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.186,0.5,16509.0,AMAZON-02,13.224.161
13.224.161.57,0.5,16509.0,AMAZON-02,13.224.161
118.31.32.242,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",118.31.32
47.98.243.160,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.98.243
116.62.197.219,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",116.62.197
120.27.221.139,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",120.27.221
104.21.27.215,0.5,13335.0,CLOUDFLARENET,104.21.27
172.67.169.195,0.5,13335.0,CLOUDFLARENET,172.67.169
44.228.99.226,0.5,16509.0,AMAZON-02,44.228.99
35.155.74.133,0.5,16509.0,AMAZON-02,35.155.74
54.214.55.137,0.5,16509.0,AMAZON-02,54.214.55
72.52.178.23,0.5,32244.0,LIQUIDWEB,72.52.178
172.67.222.217,0.5,13335.0,CLOUDFLARENET,172.67.222
104.21.70.103,0.5,13335.0,CLOUDFLARENET,104.21.70
47.95.166.200,0.5,37963.0,"Hangzhou Alibaba Advertising Co.,Ltd.",47.95.166
108.160.169.175,0.5,19679.0,DROPBOX,108.160.169
46.229.160.221,0.5,39572.0,DataWeb Global Group B.V.,46.229.160
162.254.188.26,0.5,32338.0,HOSTISERVER,162.254.188
172.67.172.189,0.5,13335.0,CLOUDFLARENET,172.67.172
104.21.30.102,0.5,13335.0,CLOUDFLARENET,104.21.30
43.141.49.11,0.5,45090.0,Shenzhen Tencent Computer Systems Company Limited,43.141.49
