domain,label
flexiblescovarrubias.cl,1.0
realsportscast24.co.uk,1.0
img.anfuns.cn,0.0
187.79.217.52.sbl.spamhaus.org,0.0
rezam.pk,1.0
landing.cgl.co.id,1.0
aopolo.vn,1.0
bdvvwgw.sysu.edu.cn,0.0
organicmaster.in,1.0
srv-fattureincloud.de,1.0
storage.xvideos-games.com,0.0
huanjunjitsu.lofter.com,0.0
romvalstudios.com,1.0
dpebrtzj.page.link,1.0
ee059ce374e6ace4ce1ae4be7674bb17.safeframe.googlesyndication.com,0.0
v5-lite-gzcm06.douyinvod.com,0.0
gjeiradwev.sysu.edu.cn,0.0
enzotex.mx,1.0
colegiostellamaris.cl,1.0
data6.video.ptqy.gitv.tv.tendawifi.com,0.0
bluelemon.ao,1.0
fpcpehnn.page.link,1.0
rafdavilas.com,1.0
topteam.fr,1.0
rr3---sn-oguelnle.googlevideo.com,0.0
profitlabforbeautybosses.com,1.0
journals.copmadrid.org,0.0
p34-content.icloud.com.cn,0.0
cswr.com.au,1.0
aviorify.com,1.0
adf.faqserv.com,1.0
cdf2db66077c4c65bd627d616b7dcdc5.fp.measure.office.com,0.0
www.scse.shisu.edu.cn,0.0
ncov.dxy.cn,0.0
w4dasvaxfdy2syu6yhaq-f-c823b9fae-clientnsv4-s.akamaihd.net,0.0
communicalink.com,1.0
adl-qda.fartit.com,1.0
en-coller.tau.ac.il,0.0
201c947276cf4176a6865041d22106d8.fp.measure.office.com,0.0
www.freshman-443.webvpn.sysu.edu.cn,0.0
ddtecdedetizacao.com.br,1.0
digisat.tn,1.0
monitor.gongyi.qq.com,0.0
lineit.line.me,0.0
_.ctc.sysu.edu.cn,0.0
sync-v2.brave.com,0.0
dl14.yunpan.360.cn,0.0
a-0.19-a7000801.c890081.170c.d0f.3ea5.210.0.w5khzg9vltp9puzic2cmnqwqrt.avts.mcafee.com,0.0
opanalytics.piwik.pro,0.0
pastelerosentrerios.com.ar,1.0
www.11467.com,0.0
hfc17-s3store-bucket-238.s3.nie.netease.com,0.0
kriqojup.page.link,1.0
3d23b7cb310d80b0e3997c8e9b6a5b4b.safeframe.googlesyndication.com,0.0
1468gy.tdum.alibaba.com,0.0
blog.openai.com,0.0
ldt.bn-ent.net,0.0
myprojects.sydney,1.0
my-xppen.com,1.0
ggu.result.garrettcountygranfondo.org,1.0
lfr.settings.oysterfloats.org,1.0
bbs.nau.edu.cn,0.0
w4dasvax373seyu6jsfa-f-970db0766-clientnsv4-s.akamaihd.net,0.0
cipro.mx,1.0
p57-contacts.icloud.com.cn,0.0
6a1cee2974d9a3418d362b22d87b8ab3.safeframe.googlesyndication.com,0.0
centraldistrict.ro,1.0
elfinland-school.oss-cn-beijing.aliyuncs.com,0.0
hits.informer.com,0.0
phonefixers.com.au,1.0
thtrsoot.page.link,1.0
151.144.102.149.sbl.spamhaus.org,0.0
92df98bb984842b180d4b7562cedc38c.fp.measure.office.com,0.0
b4c0e3.tdum.alibaba.com,0.0
smroller.com,1.0
ojibeqbqx.sysu.edu.cn,0.0
only-921487-112-97-52-1.nstool.netease.com,0.0
60490ed4c8a0458b938edd641136df9b.fp.measure.office.com,0.0
305ad0ff29674c2dbbbcf299e8fef627.fp.measure.office.com,0.0
476dc4b735f0b40b65cdfb2efaf0f44e.safeframe.googlesyndication.com,0.0
sahama.faqserv.com,1.0
central-ai.org,1.0
hycqggfcevxh.sysu.edu.cn,0.0
IN-MUM-ANX-R010.teamviewer.com,0.0
bbcf6bdc43c0084b65d5c122a24b672a7.profile.blr50-c2.cloudfront.net,0.0
kentuckycaharrisburg.dannykollar.sk,1.0
firststepmail.com,1.0
schematize.pw,1.0
um21.eset.com,0.0
DRSTEPHEN.direct.quickconnect.to,0.0
greenfieldschool.edu.pk,1.0
hightronix.net,1.0
gestionfuturaauditores.com,1.0
10ec527fbb60ee4781f208416b1affd5.safeframe.googlesyndication.com,0.0
sjws-rc.baidu.com,0.0
ma36twegt.oss-accelerate.aliyuncs.com,1.0
4sb7mp.tdum.alibaba.com,0.0
dev-aeaaybagbeaaybagceaaybagdeaaybageeaaybagfeaaybaggew.pantheonsite.io,1.0
iesanisidrodechocho.edu.co,1.0
subdomain.btn.com.pk,1.0
11601058.fls.doubleclick.net,0.0
sambuilder.com.pk,1.0
exipedia.blogspot.com,1.0
www.3dmgame.com,0.0
only-794387-202-75-251-161.nstool.netease.com,0.0
motociclistagiapponese.com,1.0
814013109.docs.qq.com,0.0
singerlocate.kugou.com,0.0
hl4xaltimsudcyu7gc2a-pflmyc-b15851468-clientnsv4-s.akamaihd.net,0.0
taurusprotection.co.za,1.0
ucd1.oss-cn-shanghai.aliyuncs.com,0.0
rwycclgdsz.sysu.edu.cn,0.0
msg.township-ios.playrix.com,0.0
macrotur.com,1.0
oeggmvqj.page.link,1.0
twizt.net,1.0
fdd4c9148eb54f7d87a03306804c6004.fp.measure.office.com,0.0
kcrgeslo.page.link,1.0
mini-update.xf.qq.com,0.0
metux.com.br,1.0
asoreambiental.com,1.0
record-manual-hls.cctalk.com,0.0
e857d292ad125b57caffde43f9b7338f.safeframe.googlesyndication.com,0.0
48fad0f01530a17e77b53c23d3196262.safeframe.googlesyndication.com,0.0
adl-fa.fartit.com,1.0
partner.canva.com,0.0
needs.hitsturbo.com,1.0
sev1-thaihometown.com,1.0
dl.dropbox.com,1.0
calenaglobaltrade.com,1.0
novpara.capital,1.0
digitalcommons.hope.edu,0.0
AU-SYD-IBM-R010.teamviewer.com,0.0
nxeczhwqyvnf.sysu.edu.cn,0.0
publivolumetricos.com,1.0
admin.scirp.org,0.0
tippingpointsblog.files.wordpress.com,0.0
hr2019.vrcom7.com,1.0
jonathan1900.cn2.quickconnect.cn,0.0
creapb.org.br,1.0
shop40934594.m.youzan.com,0.0
62ef763468204b50abf964276fc3004e.fp.measure.office.com,0.0
sfamjournals.onlinelibrary.wiley.com,0.0
wfpacwur.sysu.edu.cn,0.0
abc.jia.com,0.0
deesudcoolingtower.com,1.0
cn-smp-paymentservices.apple.com,0.0
kmunakata.sakura.ne.jp,0.0
ifaaf.ciprestre.sa.com,1.0
w4dasvaxemnjmyu6ftlq-f-fbcd2019c-clientnsv4-s.akamaihd.net,0.0
pull-rtmp-l6-xg.ixigua.com,0.0
iav.cls.cn,0.0
underlogo.com,1.0
b6c4b8f9ab11c686521ee504c975b9cf.safeframe.googlesyndication.com,0.0
www.nubia.com,0.0
weissabr.com,1.0
wqxntqcfuq.sysu.edu.cn,0.0
wagonsskillfoundation.com,1.0
azmeasurement.com,1.0
rtplive-raya108.xyz,1.0
siims.siam.org,0.0
powvj.sync.oystergardens.club,1.0
kiswepatil.in,1.0
196.61.205.52.sbl.spamhaus.org,0.0
img8-pim.duoyi.com,0.0
soccerlite.co.uk,1.0
det-ta-g7g.amazon.com,0.0
stromduellen.no,1.0
wteos3.cerejeirare.sa.com,1.0
mails.tsinghua.edu.cn,0.0
flgootrwwqvpu.sysu.edu.cn,0.0
ncjlbiom.page.link,1.0
p20-streams.icloud.com,0.0
ocbnx.sync.oystergardens.club,1.0
dxb.ecnu.edu.cn,0.0
d16c646756111a7aaf9e9ad88a941a05.safeframe.googlesyndication.com,0.0
aruamsriu.org,1.0
expressslichidator.ro,1.0
assets.hyatt.com,0.0
3000000004627902.hybrid.miniapp.taobao.com,0.0
mrzh-oppo.cbg.163.com,0.0
rpotwrdp.page.link,1.0
shop95501475.youzan.com,0.0
marvelworks.ltd,1.0
hostingholics.com,1.0
humvatan.in,1.0
6a1ecb03c440a56f01d286fae16a48b0.safeframe.googlesyndication.com,0.0
edm.mrbasic.com,1.0
nixibuvrfs.sysu.edu.cn,0.0
iran-hk.mrface.com,1.0
f-dfed.com,1.0
w4dasvaxeqh5qyu7idaa-f-babcf6d76-clientnsv4-s.akamaihd.net,0.0
papco-uae.com,1.0
site.zjol.com.cn,0.0
tes.mrbasic.com,1.0
33376ca4366242a1756091fa650631de.safeframe.googlesyndication.com,0.0
railroaddb.info,1.0
s3t3d2y8.ackcdn.net,0.0
apstaffing.us,1.0
vdafinance.com.au,1.0
wrlknvj.sysu.edu.cn,0.0
szsiylpj.sysu.edu.cn,0.0
royaledgetours.com,1.0
hhogcsqn.page.link,1.0
moraya.id,1.0
w4dasu5yde4sqyu62p5a-f-2f2bc6649-clientnsv4-s.akamaihd.net,0.0
9ozphlqx2innrrrpedo2gnfmgvgstfyjbt5blu7tbe4f085431b7d477sac.d.aa.online-metrix.net,0.0
gewji.sync.oystergardens.club,1.0
easyfitautoglass.co.za,1.0
dz.news.cn,0.0
w-t2423571076078551014.id.amgdgt.com,0.0
smp.xuexi.cn,0.0
183-6-9-84_s-23-48-214-147_ts-1654584583-clienttons-s.akamaihd.net,0.0
downlogo.yy.com,0.0
hfc9-mcl-data0042.s3.nie.netease.com,0.0
y6jn8c313mfab5ktelrqirj4cecyqjqecojhdxpg5de51658a3e9086esac.d.aa.online-metrix.net,0.0
jacksons.ie,1.0
wpowmvpw.page.link,1.0
eea6ec789b7d08e1c4ce0a4d3fce2e8d2dc89167.ime.galileo.baidu.com,0.0
ittehadchemicals.com,1.0
communekram.tn,1.0
aausmesd.page.link,1.0
mulizca.com,1.0
sticker.weixin.qq.com,0.0
cairo-pro.sysu.edu.cn,0.0
happyhookercrocheter.com,1.0
pbs-o.twimg.com,0.0
medicart.ae,1.0
preciousconsultants.com,1.0
72k6ns9afmgok4zdbsvghu7z2tcoabvgqhj73w37544da6a2a4d6a49bsac.d.aa.online-metrix.net,0.0
tangqianyan2019.lofter.com,0.0
cctxfvql.page.link,1.0
iran-vz.dns05.com,1.0
only-249156-112-96-115-9.nstool.netease.com,0.0
www.ing.com,0.0
lackeys.in,1.0
3501ec245b704cb7965ffa18fc3d720f.fp.measure.office.com,0.0
cdn77.scoreuniverse.com,0.0
cechicc.com,0.0
primusth.com,1.0
0347e29729fc46f9898923b8e852b2d9.fp.measure.office.com,0.0
6na6b.castanheirosa.sa.com,1.0
click.mg.dlsite.com,0.0
oftalmologia2020.com,1.0
chriks.c.h.pic.centerblog.net,0.0
gd3.alicdn.com.danuoyi.alicdn.com,0.0
jov.arvojournals.org,0.0
w4dasvaxhxbggyu6utra-f-5ecb625da-clientnsv4-s.akamaihd.net,0.0
d3htn85c6cao65.cloudfront.net,0.0
kosamcindustrieslimited.com.ng,1.0
p.s.360.cn,0.0
www.chemistwarehouse.com.au,0.0
hlcombustibles.com,1.0
pascasarjana.iainfmpapua.ac.id,1.0
www.element14.com,0.0
mainichinewspapers-d.openx.net,0.0
jubao.chinaso.com,0.0
www.rcast.u-tokyo.ac.jp,0.0
www.sdzk.cn,0.0
jetpackdelivery.net,1.0
a-0.19-a7000081.0.170c.c6b.3ea5.210.0.fszsknf5874gm7pvgzhcgzcksj.avts.mcafee.com,0.0
rnmhkgpg.page.link,1.0
8f236aa0df5040eabee8f32e3953e601.fp.measure.office.com,0.0
jujsxwplqwcq.www.tendawifi.com,0.0
c57946ac105f431ebe45586cf5a6924b.fp.measure.office.com,0.0
pdwk5pqxiosmeyu6xv2a-f-0a8de3f2c-clientnsv4-s.akamaihd.net,0.0
blog-embed.ameba.jp,0.0
srxdnyj.tmall.com,0.0
starsholidays.com,1.0
d5sat5.sysu.edu.cn,0.0
w4dasvfygoo5iyu66hzq-f-a3c42d3e9-clientnsv4-s.akamaihd.net,0.0
coher.com.mx,1.0
mdttasarim.com.tr,1.0
couvert.com.br,1.0
naun.com.br,1.0
tjasp.com.br,1.0
72k6ns9axyu4ieuojgr5vp6ng7tp7stawv7kj47m84649a2be758dbc4sac.d.aa.online-metrix.net,0.0
thehawksden.ca,1.0
artstardesign.com.my,1.0
lib.news2.sysu.edu.cn,0.0
jy.qingdao.gov.cn,0.0
www.shinewing.com,0.0
be06f59d058cd408300b2d36829e45de.dlied1.cdntips.net,0.0
sa-cs.vizvaz.com,1.0
232.0.22.104.sbl.spamhaus.org,0.0
excelabridge.com,1.0
bgcnpcutpwwg.sysu.edu.cn,0.0
zxvad95.xyz,1.0
cloudesign.in,1.0
1b539c99864144f494f7f2b4b9b8f654.fp.measure.office.com,0.0
nupectogo.com,1.0
saukpgp.ru,1.0
emxitkqylvyvi.sysu.edu.cn,0.0
br.mofcom.gov.cn,0.0
safawear.com,1.0
uomzeknm.page.link,1.0
fusaopre.com.br,1.0
k4eaa1.freixosa.sa.com,1.0
adconfig-1305586391.cos.ap-guangzhou.myqcloud.com,0.0
btf-analytics.s3.dualstack.us-east-1.amazonaws.com,0.0
957875f2c87331fa0a4364e9eff83048.safeframe.googlesyndication.com,0.0
mdlbuecgyp.tendawifi.com,0.0
tepee.com.tr,1.0
arquivaae.com.br,1.0
tch966700.tch.quora.com,0.0
www.englisch-hilfen.de,0.0
blogwatchweb.com,1.0
sff.woa.com,0.0
1da5m.sharptelevisao.sa.com,1.0
netherlands.qolsys.com,1.0
0410637abffd702c3104f9dd466b9997.safeframe.googlesyndication.com,0.0
globalseorim.co.in,1.0
360design.in,1.0
seahorseinfo.agilent.com,0.0
tropicanarestaurants.com,1.0
omega-sd.ro,1.0
sunnhordlandantirust.no,1.0
ligavalinhensefutsal.com.br,1.0
abouthealthupdates.us,1.0
biazrv.tdum.alibaba.com,0.0
34-214-171-221-pushcl.np.communication.playstation.net,0.0
shop42406197.m.youzan.com,0.0
previews.dropbox.com,0.0
sju.cnki.net,0.0
a-0.19-a7000471.0.16a8.b69.3ea5.200.0.zkcvftmln61155mzmasz9frmfi.avts.mcafee.com,0.0
woasbwmekfxkgeb.tendawifi.com,0.0
jlu.ctld.chaoxing.com,0.0
cavaempaque.com,1.0
datamore-tgametasks.native.qq.com,0.0
uslawyersdb.com,1.0
adl-ghs.faqserv.com,1.0
mysupreme.com.my,1.0
www.gamedev.net,0.0
asotic.org,1.0
cqrnyoyr.page.link,1.0
nonabalirestaurant.com,1.0
joyuksel.com,1.0
c2a6dd3425904de0a849810ce9fbaa17.fp.measure.office.com,0.0
ikzrhqil.page.link,1.0
vwduicvabzc.sysu.edu.cn,0.0
2r24l4.tdum.alibaba.com,0.0
folvajdh.page.link,1.0
msyhhogyopkqml.sysu.edu.cn,0.0
leaderinevents.com,1.0
arenaone.co.ke,1.0
R5-pc.s3.amazonaws.com,0.0
fdygtshvp.sysu.edu.cn,0.0
uhfbtrmo.page.link,1.0
eblag.faqserv.com,1.0
convertlive.com,0.0
predubai.com,1.0
diyhomemadebeauty.com,1.0
lauramckillipwood.files.wordpress.com,0.0
64.116.243.162.sbl.spamhaus.org,0.0
dggpaddc00070.china.huawei.com,0.0
extractfig.com,1.0
asxqjkgt.page.link,1.0
zj2fdlixfqzxuyu6orma-f-d302a334c-clientnsv4-s.akamaihd.net,0.0
dgxxoygx.page.link,1.0
weiweisp.m.tmall.com,0.0
bringlst.com,1.0
blog.wenxuecity.com,0.0
a8ab0466c031ec15809bd30b201d65b6.safeframe.googlesyndication.com,0.0
2773dd1668ddb506a1cc3bb2bddaef44.safeframe.googlesyndication.com,0.0
surabaya.mofcom.gov.cn,0.0
img05.zhaopin.cn,0.0
oilmex.mx,1.0
lpcjmepj.page.link,1.0
img.email1.sketchfab.com,0.0
tqpfmuwh.page.link,1.0
3plecom.com,1.0
ndbl.com.bd,1.0
quantapi.10jqka.com.cn,0.0
myown.ng,1.0
mukundmotors.com,1.0
0cf084f15fb64aca9094cc336dc969be.fp.measure.office.com,0.0
alinac.ca,1.0
japaneseclass.jp,0.0
americansweepstakes.net,1.0
hcmcsnfdtdihlbp.sysu.edu.cn,0.0
b9e484c0643a4b2e8733339f055f5dcc.fp.measure.office.com,0.0
timelesseleganttours.com,1.0
edenstarsaigonhotel.com,1.0
w4dasvaxhp6icyu6hpiq-f-ae9416161-clientnsv4-s.akamaihd.net,0.0
qqiamwhp.page.link,1.0
d7f6bfe3a7f249e69924a789b5ff118f.fp.measure.office.com,0.0
a-0.19-a7000009.d0a0082.16a8.b7f.3ea5.210.0.gv3f65if33entnu3grnpqbcmp6.avts.mcafee.com,0.0
panel.ceo-reputation.ru,1.0
ajmanmall.com,1.0
kcet-brightspot.s3.amazonaws.com,0.0
growrock.co.za,1.0
nrvieilzumzkng.sysu.edu.cn,0.0
921zxr.tdum.alibaba.com,0.0
336c82da8a227271f43786cad06f8443.safeframe.googlesyndication.com,0.0
7624dab2f7a1a6c36c76a0145ac2da54.safeframe.googlesyndication.com,0.0
7934dc7521221a9027945ecc65b523b1.safeframe.googlesyndication.com,0.0
cctvsecuritycamerapros.com,1.0
himalayanoak.in,1.0
hls.syrme.top,0.0
appl5yxffze7905.h5.xiaoeknow.com,0.0
www.lesswrong.com,0.0
waresagroup.com.pk,1.0
120-236-174-191_s-23-32-236-243_ts-1654560442-clienttons-s.akamaihd.net,0.0
forexareba.com,1.0
rkeevpv.sysu.edu.cn,0.0
wxbhdksq.page.link,1.0
janicegodwins.com,1.0
35d3589403184f9fbe1e54d31022973c.fp.measure.office.com,0.0
zj2fdlixfqzxuyu6ntha-f-aecd45894-clientnsv4-s.akamaihd.net,0.0
i-2.tts8.com,0.0
4600a4e03603fd6ad35241882b342bd6.safeframe.googlesyndication.com,0.0
gruposeteca.com,1.0
api.twicomi.com,0.0
pyiuaynx.page.link,1.0
rat.rakuten.co.jp,0.0
zhen.qq.com,0.0
edutodlr.com,1.0
comm.dangdang.com,0.0
egdcreation.com,1.0
lakh.es,1.0
e8ebafb2b1cbbacdac793a080dd4c508.safeframe.googlesyndication.com,0.0
bry-oss-store.oss-cn-shanghai.aliyuncs.com,0.0
zedok.org,1.0
tdstjvmn.page.link,1.0
cvpr.in.tum.de,0.0
somoyerkagoj.com,1.0
enorossowine.com,1.0
daumay.org.vn,1.0
only-97086-183-6-9-105.nstool.netease.com,0.0
alhoja.info,1.0
amittour.com,1.0
server.jasmr.net,0.0
khaithaclothien.edu.vn,1.0
hed.gkp.pk,1.0
rrmyrotw.page.link,1.0
lomefashion.com.ng,1.0
ebook.hyread.com.tw,0.0
wdlomnzv.page.link,1.0
rj.bangongtuku.com,0.0
adl-irib.itsaol.com,1.0
motherteresacharitablesociety.com,1.0
dj.changyou.com,0.0
relogios-para-sites-e-blogs.sysu.edu.cn,0.0
kahiv.com,1.0
boydxbqa.www.tendawifi.com,0.0
72k6ns9aiaahkzejupusrc2vmbweyimsir42cv7za49ca0b0acdbc924sac.d.aa.online-metrix.net,0.0
josim-uddin.com,1.0
154.180.242.34.sbl.spamhaus.org,0.0
www.web.shanbay.com,0.0
mukaspace.org.my,1.0
hvwohlso.page.link,1.0
ceb.faqserv.com,1.0
qujmfwqxgdkrgyu64jjq-pqjshy-98c14f52f-clientnsv4-s.akamaihd.net,0.0
DE-FRA-IBM-R015.teamviewer.com,0.0
spertual.site,1.0
dc3e454fcdc6f37bd4236c10ffaabeab.safeframe.googlesyndication.com,0.0
aaradhyamedspa.com,1.0
fvuiea.ameixeirare.sa.com,1.0
adl-zw.mrface.com,1.0
galandskiyher5.com,1.0
uxbolivia.com,1.0
sensorsdata.vcg.com,0.0
boggswebworks.com,1.0
9d9d5362b76dc6a01746bd392316c114.safeframe.googlesyndication.com,0.0
e30fe99074abc3647e5a1d8ae997593a.safeframe.googlesyndication.com,0.0
wlcbywqf.page.link,1.0
lifeacademymnorg-my.sharepoint.com,0.0
jzxzoldz.page.link,1.0
clasificadosdeoriente.com,1.0
occhio.com.au,1.0
www.adevosc.org.br,1.0
tbox-project.com,1.0
sync.graph.fake.bluecava.com,0.0
octopus-events.playtika.com,0.0
p67-caldav.icloud.com,0.0
w4dasvdimj2seyu7miiq-f-25ddd062f-clientnsv4-s.akamaihd.net,0.0
eayzfzht.page.link,1.0
ndr931d.baiducom.vqu4698.com,0.0
m5lj15mq.r.us-west-1.awstrack.me,0.0
yoeizfxcxidgzpv.polyu.edu.hk,0.0
media.app.cctv.com,0.0
sdc.fartit.com,1.0
xv-fiesta.com,1.0
jobhunt88.com,1.0
wispafoods.com,1.0
rehmkar.com,1.0
42fa302dad4ac2b2cbfe7d6cf7e7a773.safeframe.googlesyndication.com,0.0
aa51109dde639791e30f7b7bb9448575.safeframe.googlesyndication.com,0.0
a75bff5ffc52144dc66872161c784314.safeframe.googlesyndication.com,0.0
edl.vizvaz.com,1.0
diaryofadomesticgoddess.sysu.edu.cn,0.0
ysmdorer.page.link,1.0
img119.picturelol.com,0.0
gwmkobirnpk.sysu.edu.cn,0.0
cboxxviw.page.link,1.0
brand20creatives.com,1.0
hr.njtech.edu.cn,0.0
ad32a20ac1fa4b0ea9cd331640dda2b2.fp.measure.office.com,0.0
learnstuffs.com,1.0
bajarangabali.com.np,1.0
justgoodtech.com,1.0
1763563d56dc467aaebb443ff383bfa1.fp.measure.office.com,0.0
p4-aulb2fwji4zn4-fkrdlimphwxvbem5-if-v6exp3-v4.metric.gstatic.com,0.0
192.144.136.200.eeo.cn,0.0
2d9aa72d6b12f16ec2e0277a26faa137.safeframe.googlesyndication.com,0.0
97aeeba7cd50cfdce7994c83396d409a.safeframe.googlesyndication.com,0.0
01f8e4e2bda5fdc8b4178ce60645ac15.safeframe.googlesyndication.com,0.0
nightsclub.com,1.0
340construction.co.th,1.0
m7cun4yxedwneyu7abma-pj1ge8-0ab67fce6-clientnsv4-s.akamaihd.net,0.0
cfs9.blog.daum.net,1.0
promxytelecom.com.ng,1.0
akhbara24.news,0.0
adl-ljh.faqserv.com,1.0
b5702098600f41f2b5b987925e888798.fp.measure.office.com,0.0
alriyada.edu.sa,1.0
jomarine-services.com,1.0
cid-82019c67c9b49b47.users.storage.live.com,0.0
wizzlimited.co.uk,1.0
pardeshparcelseva.com,1.0
furesoft.gallerycdn.azure.cn,0.0
kmes.com.pk,1.0
api34.ilovepdf.com,0.0
d9c13fa037c175f7c54ab92ea8abfed2.safeframe.googlesyndication.com,0.0
ofini.com.br,1.0
cluqkprv.page.link,1.0
fglutam.sysu.edu.cn,0.0
happybiz.id,1.0
gcrih.oiu.edu.sd,1.0
swcsffardli.sysu.edu.cn,0.0
rootsivyintschools.edu.pk,1.0
a-0.19-a3000011.0.170c.d2e.3ea5.210.0.k7r5tjpm84m9bfauci6wui13bi.avts.mcafee.com,0.0
48f996bdbf0a464c8e664d2058daff0f.fp.measure.office.com,0.0
qnnafgua.page.link,1.0
www.hey-randomgirl.com.br,1.0
vender.amazon.com.mx,0.0
kernel-ec.com,1.0
odal.codeium.dev,1.0
mumayizat.com,1.0
chromiumengine.space,1.0
pangbxmail2.sysu.edu.cn,0.0
stjosephacademysociety.org,1.0
72k6ns9abglj2uzw5tmsvre5lmuwr3rh2ot5gjey203a640711150a44sac.d.aa.online-metrix.net,0.0
3956943cba78c86c5eed8f85a4bc89e1.safeframe.googlesyndication.com,0.0
4ce0e2190bc27fd175cb3bf7291eae15.safeframe.googlesyndication.com,0.0
kjt.fujian.gov.cn,0.0
cmmsec.co.uk,1.0
a-0.19-a7000081.c8b0082.16a8.b69.3ea5.210.0.v2qk5kus23azvkd5rit9a1tamv.avts.mcafee.com,0.0
72k6ns9awr5jd7w2knhxh66xpjtkkvqshrqddyrq728bbcc46971b06fsac.d.aa.online-metrix.net,0.0
935174ca822e3369593d88f0709c9c36c0b3efff.ime.galileo.baidu.com,0.0
ethiotechaddis.com,1.0
newyorker-alternate.app.link,0.0
mbtcpqgb.page.link,1.0
ec3spe.tdum.alibaba.com,0.0
liveactivity.jd.com,0.0
thequeue.info,1.0
almarsam.sa,1.0
dofza.layout.oystergardens.us,1.0
bandcresort.com,1.0
myinternetchapel.org,1.0
5d9338bf16874b0a935aed50c660bbc2.fp.measure.office.com,0.0
sahmnwq.fartit.com,1.0
cms-mercedes.site,1.0
oliga.canadacentral.cloudapp.azure.com,1.0
a6413fc101bc4b38a8f4658ec3414b31.fp.measure.office.com,0.0
fxtransportation.com,1.0
timberlineacehardware.com,1.0
ec02134e8c3a4cfdb98c5a28a6e2fab1.fp.measure.office.com,0.0
garavellofigli.com,1.0
guides.library.cmu.edu,0.0
seer.61.com,0.0
sattakinganesh.in,1.0
w4dasvfygntbgyu6ibzq-f-f16a23cc2-clientnsv4-s.akamaihd.net,0.0
running.hkcosmo.com,1.0
b.clu-e.eu,1.0
safaservices.com.sa,1.0
brc.hellotalk.com,0.0
acbb384490145458f258490adb35911a.safeframe.googlesyndication.com,0.0
ba7f9ee7034ce4ee46b0198fef70fc58.safeframe.googlesyndication.com,0.0
drpf-mnh1.proxima.nie.netease.com,0.0
schools.njnu.edu.cn,0.0
hal-univ-bourgogne.archives-ouvertes.fr,0.0
dysj.youth.cn,0.0
alldayallinone.com,1.0
panindiab2bdatabase.in,1.0
8a6fefa398f647668dde9027ee31462e.fp.measure.office.com,0.0
porwal.in,1.0
0207a4ba48ee4374b600519ef89413c5.fp.measure.office.com,0.0
zeuhlltc.page.link,1.0
eea37ffb09734887f58be6a7e7aff9f8.safeframe.googlesyndication.com,0.0
conadeh.hn,1.0
stjohnacroc.org,1.0
hfghi4541c453228f4d9es6k6qocf5fokp60bx.fhcz.libproxy.ruc.edu.cn,0.0
223.126.225.64.sbl.spamhaus.org,0.0
airtimes.my,1.0
2afc74e296dbc89c58f10cbe86141fba.safeframe.googlesyndication.com,0.0
revealmultimediagh.com,1.0
filetransfer.io,1.0
mkloubert.gallerycdn.azure.cn,0.0
lavacolla.com,1.0
conn-43.finkapp.cn,0.0
roldhdegt.sysu.edu.cn,0.0
fronus.com.pk,1.0
voyihvqv.page.link,1.0
welcomebabycare.com,1.0
zj2fdlixfqzxuyu6l67a-f-4674d7294-clientnsv4-s.akamaihd.net,0.0
i.ibb.co,1.0
psicologa-mindfulness.it,1.0
sitcomunicaciones.co,1.0
jestusweldingschool.com,1.0
monsteriptv.se,1.0
palmareal.com.mx,1.0
yetfgcvu.page.link,1.0
www.media.mit.edu,0.0
w4dasvaxeqhvqyu7gxoq-f-1996bafad-clientnsv4-s.akamaihd.net,0.0
kbpiijateng.org,1.0
w4dasvax2cgiayu6umeq-f-3d9653ed6-clientnsv4-s.akamaihd.net,0.0
rcihandicrafts.com,1.0
894212a0966d42739870156723996662.fp.measure.office.com,0.0
timmuehitus.com,1.0
ymizyoto.page.link,1.0
bhummqs.sysu.edu.cn,0.0
skwal.gallerycdn.azure.cn,0.0
esi-engineeringcompany.com,1.0
sdisriati2.sch.id,1.0
vcigsmra.page.link,1.0
comtdi.tdum.alibaba.com,0.0
balance.fcz.ma,1.0
lndczmx.sysu.edu.cn,0.0
tubaobao.tmall.com,0.0
w4dasvax2cgcgyu7fevq-f-fea586825-clientnsv4-s.akamaihd.net,0.0
innovapakistan.com,1.0
bicwnqms.page.link,1.0
ctrloans.com,1.0
a.c-0.19-a3000081.c9d0083.170c.d79.3ea5.210.0.jul5h9jjbrw3q1ctvbevwa8r7v.avts.mcafee.com,0.0
webtestdemo.org,1.0
hypothequeswestisland.ca,1.0
357e08270990070bcb2f390d4a14225a.safeframe.googlesyndication.com,0.0
7c817c5929e625bda741584b03e31e04.safeframe.googlesyndication.com,0.0
6512c1a0721a531b3f587eea08cd7a7f.safeframe.googlesyndication.com,0.0
burgerbuddy.in,1.0
shop162454519.taobao.com,0.0
a5befbd8ea4d4e399aa6ad9f975cda4f.fp.measure.office.com,0.0
easycartbd.com,1.0
ed-ce.vizvaz.com,1.0
techandtrendy.edu.np,1.0
qr.wjx.cn,0.0
cserver.iqiyi.com,0.0
72k6ns9atcsujr3bnfocgddfexf42pjtt2sj4mld8005cf199c1b43a0sac.d.aa.online-metrix.net,0.0
lysn-message-api-web-alb-1708999556.ap-northeast-1.elb.amazonaws.com,0.0
5eecc6c3ade9aeb36ee791b2eabddeff.safeframe.googlesyndication.com,0.0
jpmusiccompany.com,1.0
card.weibo.com,0.0
ojaxtravel.com.ng,1.0
bornchef.co.id,1.0
adli-q.fartit.com,1.0
